path	transcript	t1	t2
ordS110-17n	в первом втором / там () в обоих письмах по приложе... приложения были / вы посмотрели и там и там ? //	30.228	34.788
ordS110-17n	да / это ваше / *П так / а другое письмо / следующее которое ? // @ да да э... //	63.35	66.686
ordS110-17n	э-э / *В сейчас // # ну вон он же // что вы хотите сделать ? / не надо ничего трогать ! //	66.896	70.742
ordS110-17n	а не понял / вы что то открываете ? //	73.826	75.42
ordS110-17n	чего / он ничего не так ... / ничего не будет / он так // # чего откры... / открывать / ч... ничего не понятно / столько блин всего непонятного // # что / что ты открываешь ? //	75.42	81.828
ordS110-17n	что ты открываешь ? // # что то открывает //	82.314	84.444
ordS110-17n	давайте я // @ нет / %Вова / тут не надо / *Н // @ не хотите чтобы я вам / а / вам тут не надо убийств ? //	90.342	95.844
ordS110-17n	где ? // # вот-вот / вот-вот-вот в углу //	165.024	166.986
ordS110-17n	видите куда / *П вот так вот понятно да примерно / что происходит ? //	170.49	173.63400000000001
ordS110-17n	вот этот ? // # да ! //	178.88400000000001	179.934
ordS110-17n	где труба уходит ? //	198.438	199.95
ordS110-17n	ну(:) хорошо / это если перекрыть / а ... // @ стеночка вот с... // @  это воздух ? //	205.65	208.902
ordS110-17n	ага // # вот это площадка / видите да ? //	221.742	223.44
ordS110-17n	(э-э) с... // # он направляющий ? // # да-да-да-да-да-да-да //	226.71	229.038
ordS110-17n	а это план ? // # да //	238.698	239.64
ordS110-17n	а план такой кружочек должен // # почему / какой кружочек ? //	241.53	244.284
ordS110-17n	насос то он н... н... / в натуральный // # а у тебя горизонтальный насос ? //	244.512	248.226
ordS110-17n	вон / видите дальше труба пошла ? //	252.864	254.46
ordS110-17n	Вов% / Вов% / Вов% / я ... // # ну не на днище ставится / тут просто на крюке висит // @ а как он ? //	266.46	270.234
ordS110-17n	как он выгля... / я ответный фланец / и (...) и вот так тельце ? // # они (э-э-э) н-не ответные / без ответного фланца //	275.964	282.174
ordS110-17n	ну пускать цапкой / вот так // # да-да-да-да-да-да-да // # вот так / да ? //	284.262	287.046
ordS110-17n	ну / может ничего нету / вы же ... / вы же в разрез рисуете ? //	297.01800000000003	300.018
ordS110-17n	а план так нарисовать ? // # план // # тогда направляющие вот здесь / прямо на нем //	301.806	304.968
ordS110-17n	а-а / Вова% я не видела // # как мешалку / ну мешалку как опускать представляете себе ? // # а / да //	308.832	313.11
ordS110-17n	и что ? // @ вот // @ вот это напорка пошла // # да / это площадка / мы не видим что под ней //	315.384	319.908
ordS110-17n	это можно на разрезе увидеть / если хотите // # (э-э) что тебя смущает ? / что такие путеводы они делают ? // # да // # просто много () больше потерь / это надо посмотреть //	329.814	336.366
ordS110-17n	так / ну что тебя смущает ? // # ну что вот так вот в обратную сторону зачем то качает //	402.864	406.668
ordS110-17n	(э-э) ты их качаешь в *Н или в *Н ? // # у них там нет такого / у них там просто в начало зоны(:) аэрации //	425.256	431.628
ordS110-17n	у них же это / *П все с... // # ну так а что тебя смущает ? // # ну(:)	432.804	436.26
ordS110-17n	(а а) на какой отметке он болтается ? //	450.93	453.222
ordS110-17n	туда ушла // # вот видите да ? / да //	476.562	478.716
ordS110-17n	а для чего-то туда нужно ? //	484.002	485.346
ordS110-17n	чтобы ее обсулжить ? // # да //	490.674	492.0
ordS110-17n	а где задвижка была ? //	510.432	511.716
ordS110-17n	а разве вот это сухо ? / здесь труба проходит //	533.322	535.902
ordS110-17n	труба проходит / на нас она идет / да // # (э-э) это / это // # видите как они ее огородили ? / вон //	535.902	539.712
ordS110-17n	а эта / а эта труба откуда ? / сквозняком проходит ? // # вот это *Н / *П вот / вот она / да / сквозняком //	542.328	547.476
ordS110-17n	причем / *П и вот ... // # а это вот эта труба ? // # да //	571.434	573.858
ordS110-17n	а вот это что за диаметр такой ? // # вниз опустите //	573.858	575.976
ordS110-17n	они зашли вот здесь / почему две ? //	602.82	604.794
ordS110-17n	тоже она вроде ... // @ если бы ... // @ плавающая это вроде бы штука / так а как же она / лежит что ли () на ней ? // # она прям лежит //	639.186	643.704
ordS110-17n	без дырок / (э-э) вы имеете ввиду нисулит ? // @ вот это ... / я понимаю это ... //	672.108	674.772
ordS110-17n	ну кто / кто знает // # я п... / нет ну знаешь / такая вот на полу / она сплошная // # я знаю // # и вот такие ша... // # как то мы везде с... () предусматриваем такую именно ячеистую солидную // # ячеистую ? //	678.324	686.61
ordS110-17n	туда да ? // # я... / я... / я про не разрезы говорю / а(:) вот здесь тоже () пример штриховки идет //	697.836	702.372
ordS110-17n	(э-э-э) Вова(:)% // # м-м ? //	721.77	723.384
ordS110-17n	а здесь как он оказался ? // @ оп //	735.666	737.28
ordS110-17n	(а-а-а) ну как / вы же нарисовали / вот вы же нарисовали // @ и здесь все так же ? //	737.64	740.76
ordS110-17n	мне надо увидеть на ... / это / это дно / да ? // # да //	743.844	746.55
ordS110-17n	поднялась / *П под перекрытие ? //	755.298	757.41
ordS110-17n	а вот это я прошла через стенку ? //	765.402	767.382
ordS110-17n	Володь% // # м ? //	957.852	959.1
ordS110-17n	да и / и... // # в том же втором письме / или в каком ? // # Володь% //	971.214	974.166
ordS110-17n	переводчица / и спрашивает эта Кузнецова% / мне быстро переводить ! / так насколько быстро ? / быстро ! // @ как быстро вам нужны сейча... / да-да-да //	1029.66	1035.708
ordS110-17n	и что ? // # офигеть //	1057.896	1059.66
ordS110-17n	задвижки открыты и все *Н // # а в конце никакого обратного клапана нету / вот у них // # да / так а разве это хорошо ? //	1060.008	1065.804
ordS110-17n	а вот это между двух задвижек что тогда ? //	1067.976	1070.748
ordS110-17n	демо()нтажные вставки ? //	1072.5	1074.654
ordS110-17n	что бы это могло быть ? //	1080.072	1081.662
ordS110-17n	все в воде ? //	1142.346	1143.168
ordS110-17n	расходомер ? //	1144.848	1145.82
ordS110-17n	а какой она подобрала ? // # и все / да //	1166.13	1168.188
ordS110-17n	ну что / где ж там бои ? //	1224.708	1225.974
ordS110-22	здорово // # что за номер ?	05.290	05.989
ordS110-22	что за номер ? а(:) йоту$ подключил //	06.590	08.809
ordS110-22	куда там ?	11.570	12.259
ordS110-22	а ?	12.787	13.170
ordS110-22	а может у тебя хе... @ *Н ?	19.054	20.000
ordS110-22	что спросил ?	23.230	24.100
ordS110-22	не слышно ? *П но видно ?	42.545	43.885
ordS110-22	или не слышно потому что шумно у тебя там ?	46.135	47.969
ordS110-22	в машину йоту$ поставил ?	59.760	61.105
ordS110-22	понял ?	79.985	80.4
ordS110-22	это теперь оператор йота$ ? мобильный ?	81.28	83.55
ordS110-22	она теперь к... кроме интернета ещё и мобилой значит заведует ?	88.38	91.494
ordS110-22	что ?	115.28	392.687
ordS110-22	а ? не все тоже / да ?	137.13	138.62
ordS110-22	потому что они для России ?	142.25	143.347
ordS110-22	да ? интересно как / с хера ли это //	152.7	154.985
ordS110-22	что у тебя так лагает ?	154.985	156.01
ordS110-22	или это у меня лагает ?	156.78	157.765
ordS110-22	а своё у тебя нормальное ?	167.345	168.779
ordS110-22	куда едешь ?	196.22	196.825
ordS110-22	что это ты не видишь ?	199.945	200.89
ordS110-22	видно ?	206.15	206.631
ordS110-22	ты сейчас домой ?	206.631	207.34199999999998
ordS110-22	а ты весь () в работу / на работе ?	211.515	213.35
ordS110-22	есть контакт ?	276.137	276.82
ordS110-22	(н) да ? ну / заебись //	281.06	282.56
ordS110-22	блядь / там колонна ёпта / видишь колонна ?	296.127	298.777
ordS110-22	что / сегодня в бар идёте / да / смотреть на ЦСКА$ ?	310.84	313.457
ordS110-22	никто не идёт / что ты говоришь / какой бар ? какой ЦСКА$ ?	314.13	317.81
ordS110-22	не / не не / потом / потом / можно на Монако$ будет схо... / а / ты на Монако$ может на стадион хочешь попасть? *П хотя там билеты вроде охуевшие будут //	323.22	330.75
ordS110-22	не так ли ?	334.5	335.23
ordS110-22	я на Лигу_чемпионов$ ! *П на Лигу_чемпионов$ на выезд не хочешь ? *П хочешь но не можешь //	340.79	345.97
ordS110-22	ну понятно дело / ну ёпта / а(:) да тебе вообще / даже законные выходные могут не дать / да ? я думаю //	354.38	359.93
ordS110-22	слышь Лёх% / у тебя автоюристы есть ? нет ?	371.1	372.92
ordS110-22	да ты что(:) ?!	381.965	383.5
ordS110-22	а что у тебя ? зачем ?	387.437	388.647
ordS110-22	что у тебя это самое то ?	402.966	404.37
ordS110-22	да ? и что ?	411.95	413.08
ordS110-22	и(:) я хотел узнать / что мне / просто(:) забить хуй и новую страховую покупать ?	413.08	417.78
ordS110-22	а что ты там / из-за четырёх тысяч хочешь бороться ?	421.56	423.57
ordS110-22	почему за четырёх ?	424.695	425.62
ordS110-22	про КАСКО ты ?	430.03	430.805
ordS110-22	окей ?	481.68	482.27
ordS110-22as	здорово // # что за номер ?	05.290	05.989
ordS110-22as	что за номер ? а(:) йоту$ подключил //	06.590	08.809
ordS110-22as	куда там ?	11.570	12.259
ordS110-22as	а ?	12.787	13.170
ordS110-22as	а может у тебя хе... @ *Н ?	19.054	20.000
ordS110-22as	что спросил ?	23.230	24.100
ordS110-22as	не слышно ? *П но видно ?	42.545	43.885
ordS110-22as	или не слышно потому что шумно у тебя там ?	46.135	47.969
ordS110-22as	в машину йоту$ поставил ?	59.760	61.105
ordS110-22as	понял ?	79.985	80.4
ordS110-22as	это теперь оператор йота$ ? мобильный ?	81.28	83.55
ordS110-22as	она теперь к... кроме интернета ещё и мобилой значит заведует ?	88.38	91.494
ordS110-22as	что ?	115.28	392.687
ordS110-22as	а ? не все тоже / да ?	137.13	138.62
ordS110-22as	потому что они для России ?	142.25	143.347
ordS110-22as	да ? интересно как / с хера ли это //	152.7	154.985
ordS110-22as	что у тебя так лагает ?	154.985	156.01
ordS110-22as	или это у меня лагает ?	156.78	157.765
ordS110-22as	а своё у тебя нормальное ?	167.345	168.779
ordS110-22as	куда едешь ?	196.22	196.825
ordS110-22as	что это ты не видишь ?	199.945	200.89
ordS110-22as	видно ?	206.15	206.631
ordS110-22as	ты сейчас домой ?	206.631	207.34199999999998
ordS110-22as	а ты весь () в работу / на работе ?	211.515	213.35
ordS110-22as	есть контакт ?	276.137	276.82
ordS110-22as	(н) да ? ну / заебись //	281.06	282.56
ordS110-22as	блядь / там колонна ёпта / видишь колонна ?	296.127	298.777
ordS110-22as	что / сегодня в бар идёте / да / смотреть на ЦСКА$ ?	310.84	313.457
ordS110-22as	никто не идёт / что ты говоришь / какой бар ? какой ЦСКА$ ?	314.13	317.81
ordS110-22as	не / не не / потом / потом / можно на Монако$ будет схо... / а / ты на Монако$ может на стадион хочешь попасть? *П хотя там билеты вроде охуевшие будут //	323.22	330.75
ordS110-22as	не так ли ?	334.5	335.23
ordS110-22as	я на Лигу_чемпионов$ ! *П на Лигу_чемпионов$ на выезд не хочешь ? *П хочешь но не можешь //	340.79	345.97
ordS110-22as	ну понятно дело / ну ёпта / а(:) да тебе вообще / даже законные выходные могут не дать / да ? я думаю //	354.38	359.93
ordS110-22as	слышь Лёх% / у тебя автоюристы есть ? нет ?	371.1	372.92
ordS110-22as	да ты что(:) ?!	381.965	383.5
ordS110-22as	а что у тебя ? зачем ?	387.437	388.647
ordS110-22as	что у тебя это самое то ?	402.966	404.37
ordS110-22as	да ? и что ?	411.95	413.08
ordS110-22as	и(:) я хотел узнать / что мне / просто(:) забить хуй и новую страховую покупать ?	413.08	417.78
ordS110-22as	а что ты там / из-за четырёх тысяч хочешь бороться ?	421.56	423.57
ordS110-22as	почему за четырёх ?	424.695	425.62
ordS110-22as	про КАСКО ты ?	430.03	430.805
ordS110-22as	окей ?	481.68	482.27
ordS111-15n	три плюс три / или четыре было ? //	20.796	22.440
ordS111-15n	воздуховоды / это все () наладку делали // # а второй другие делали ? // # да //	32.616	36.498
ordS111-15n	*С дру... другие / так они же еще пытались // # там по-другому что то сделали ? // # нет / в принципе одинаково / я так посмотрел / походил / то же самое оборудование все //	36.498	43.800
ordS111-15n	он был что ли ? // # да-да //	78.072	79.524
ordS111-15n	работают насосы / они это прямо в воздух качают ? // # он / *П там / насосы мощные / там(:) нет / выше меня насосы такие //	80.076	85.488
ordS111-15n	более такой разбавленный // # а ничего там этого нет ? // # да-да / видно *В вот насос вот этот двигатель да / а у него потом улитка эта / уширение да //	125.268	132.342
ordS111-15n	а он в ручном режиме после затопления // # а насос в... (э) срубаешь когда повреждение ? // # да //	147.606	152.1
ordS111-15n	там ксбэшник *Н ? // # да / ксбэшник *Н //	198.576	201.294
ordS111-15n	ты нашел *Н ? //	246.396	247.632
ordS111-15n	Владислав% вы обнаружии колодец с чистой водой ? //	287.58	289.56600000000003
ordS111-15n	нашелся ? //	294.822	295.43399999999997
ordS111-15n	не / ну а как по-другому // # а как она хочет самотеком туда попадать ? //	313.56	316.32
ordS111-15n	ну она не сказала хотя бы куда вести ? / в право / в лево ? //	319.338	322.248
ordS111-15n	номера в спецификации / да ? //	370.128	371.874
ordS111-15n	ты думаешь у тебя будет считаться это (...) ссылкой ? //	425.85	428.724
ordS111-15n	а () ты думаешь она будет считаться ссылкой ? //	430.728	432.474
ordS111-15n	что это такое ? //	477.828	478.782
ordS111-15n	у нас есть вот такие вот схемы / да ? //	506.694	509.322
ordS114-21	так ты продумай / какая интонация вверх ? *П не дай бог тебе господи(?) ... @ всё продумаю / хорошо Лера% / *П идея основная ... +	03.770	07.658
ordS114-21	согласен ?	37.850	38.711
ordS114-21	логика / да ? # *G *G !	42.871	44.097
ordS114-21	*С / да / ну / мы такая да ! угу // # гопник(?) ! *В а потом приехал Лёнька% / сы... (н) это / сын //	67.92	72.838
ordS114-21	это ит... (ведь?) (...) думаю / господи / мне надо карманного электрика иметь //	197.914	201.641
ordS114-21	угу // # ну а что(:) а что(:) *В придумывать ? # да / да // *П конечно / конечно // # карманные строители / если что вот (э) эти блоки / *В ли что вот / там то что я уже не могу //	201.966	210.486
ordS114-21	а вы мне должны вот *В за(:) то / что я вам даю бесплатно / я говорю / зачем вам *В (э-э) деньги мне(:) платить / а потом я вам буду деньги платить ? # (н-н) ну да //	250.131	258.33
ordS114-21	*Н ?	277.793	278.555
ordS114-21	ага / ну тоже (...) тоже / как вот ... # ну (...) а как сюда приехал ? *Н // @ *Н //	280.016	284.578
ordS114-21	вот уже *В сколько они живут ?	310.996	313.073
ordS114-21	ну / что Лера% ? всё / да ?	314.72	315.805
ordS114-21	милый друг / нельзя // # не стреляет ? *П стрельнуло вообще ?	319.568	321.996
ordS114-21	надо как-то полегче(?) //	322.936	324.25
ordS114-21	а(:) / ну это / ничего(?) / разо... () разойдёшься // # фига меня (...) возьмёшь !	330.364	332.662
ordS114-21	я сначала похромаю / ну а что делать ?!	333.056	335.397
ordS114-21	ну что делать теперь / *В плакать что ли ? @ всё //	336.137	338.635
ordS114-21	да ?	350.451	350.80899999999997
ordS114-21	ты по коридору медленно медленно / и она отойдёт // # нет / *П я (э-э) люблю () ходить с достоинством // # а / видимо / как на поуди... на подиуме ?	377.505	383.288
ordS114-21as	так ты продумай / какая интонация вверх ? *П не дай бог тебе господи(?) ... @ всё продумаю / хорошо Лера% / *П идея основная ... +	03.770	07.658
ordS114-21as	согласен ?	37.850	38.711
ordS114-21as	логика / да ? # *G *G !	42.871	44.097
ordS114-21as	*С / да / ну / мы такая да ! угу // # гопник(?) ! *В а потом приехал Лёнька% / сы... (н) это / сын //	67.92	72.838
ordS114-21as	это ит... (ведь?) (...) думаю / господи / мне надо карманного электрика иметь //	197.914	201.641
ordS114-21as	угу // # ну а что(:) а что(:) *В придумывать ? # да / да // *П конечно / конечно // # карманные строители / если что вот (э) эти блоки / *В ли что вот / там то что я уже не могу //	201.966	210.486
ordS114-21as	а вы мне должны вот *В за(:) то / что я вам даю бесплатно / я говорю / зачем вам *В (э-э) деньги мне(:) платить / а потом я вам буду деньги платить ? # (н-н) ну да //	250.131	258.33
ordS114-21as	*Н ?	277.793	278.555
ordS114-21as	ага / ну тоже (...) тоже / как вот ... # ну (...) а как сюда приехал ? *Н // @ *Н //	280.016	284.578
ordS114-21as	вот уже *В сколько они живут ?	310.996	313.073
ordS114-21as	ну / что Лера% ? всё / да ?	314.72	315.805
ordS114-21as	милый друг / нельзя // # не стреляет ? *П стрельнуло вообще ?	319.568	321.996
ordS114-21as	надо как-то полегче(?) //	322.936	324.25
ordS114-21as	а(:) / ну это / ничего(?) / разо... () разойдёшься // # фига меня (...) возьмёшь !	330.364	332.662
ordS114-21as	я сначала похромаю / ну а что делать ?!	333.056	335.397
ordS114-21as	ну что делать теперь / *В плакать что ли ? @ всё //	336.137	338.635
ordS114-21as	да ?	350.451	350.80899999999997
ordS114-21as	ты по коридору медленно медленно / и она отойдёт // # нет / *П я (э-э) люблю () ходить с достоинством // # а / видимо / как на поуди... на подиуме ?	377.505	383.288
ordS114-21u	так ты продумай / какая интонация вверх(?) // # всё продумаю / хорошо / *Н //	03.808	07.658
ordS114-21u	это тут *Н (те?) // # а / да да да / да / пусть бу... () ага // # это обязательно надо / это неправильно сообразили //	24.784	29.122
ordS114-21u	согласен ?	37.850	38.711
ordS114-21u	логика / да ? # ага !	42.871	44.097
ordS114-21u	ах ты ж / (м) моя(?) //	166.802	168.031
ordS114-21u	это ит... (ведь?) (...) думаю / господи / мне надо карманного электрика иметь //	197.914	201.641
ordS114-21u	(м-м) ... # ну а что(:) вы () (ы) что вы предлагае... () придумывать ? # конечно / конечно // # карманные строители / если что вот / эти блоки / *В ли что вот / там то что я уже не могу //	201.966	210.486
ordS114-21u	а вы вот(?) мне должны вот *В за(:) то / что я вам даю бесплатно / я говорю / зачем вам *В (э-э) деньги мне(:) платить / а потом я вам буду деньги платить ? # (н-н) ну да //	250.131	258.33
ordS114-21u	набо... (э-э) ?	277.793	278.555
ordS114-21u	ага / ну тоже (...) тоже / *Н // # ну (...) пока () всё *Н (по-?) / *Н пить // # нет / *Н //	280.016	284.578
ordS114-21u	вот уже *В сколько они живут ?	310.996	313.073
ordS114-21u	ну / что я (а) (...) всё / да ?	314.72	315.805
ordS114-21u	ну мне как-то полегче(?) / ну //	322.99	324.25
ordS114-21u	я сначала похромаю / ну а что делать ?!	333.056	335.397
ordS114-21u	ну что делать теперь / *В плакать что ли ? @ *Н //	336.137	338.635
ordS114-21u	дитя моё(?) !	344.914	345.558
ordS114-21u	та(:)к ?	350.451	350.80899999999997
ordS114-21u	значит / будет вечер // после обеда / *Н ?	362.764	364.053
ordS114-21u	вечером будет ?	364.053	364.891
ordS114-21u	по коридору () *Н / и она отойдёт // # нет / *П я (э-э) люблю () ходить с достоинством // # а / видимо / как на подиуме ?	377.544	383.288
ordS114-21u	Лия(?)_Борисовна% / доро... # ты же вчера ... да !	390.043	391.737
ords122-01	что значит / полная чаша ?	01.028	02.007
ords122-01	(м-м) когда(:) (...) продукты не улетают ?	02.487	04.279
ords122-01	какие продукты ?!	05.956	07.009
ords122-01	ну(:) как у тебя в(:) (...) *Н (...) генеральной(?) (...) дела ? # отлично !	10.020	12.340
ords122-01	вот сюда надо знаешь чего ?	14.256	15.381
ords122-01	куда ?	15.756	16.208
ords122-01	так м(:)ного умельцев / на это(?) / в Китае // @ я ...	48.638	50.761
ords122-01	у них как-то так по-хитрому очень это всё красят / видел такие картины ?	58.442	61.243
ords122-01	там (м-м) / ну / (ф-ф) (у) погуляла по интернету (у-у) фотка / да ?	65.912	68.63
ords122-01	ну как твой спорт ?	87.561	88.509
ords122-01	без ... () не перебарщивать / да ?	105.35	106.977
ords122-01	понимаешь ? все платить будут(?) / *Н ? # а если ... *П подожди / а если () человек *Н / что он сказал ...	156.964	160.28300000000002
ords122-01	угу ?	161.597	162.258
ords122-01	про что ?	168.798	169.258
ords122-01	или на Урале где-то ? ну / короче / не суть //	173.656	175.53300000000002
ords122-01	находил там несправедли(:)вости всякие ... # а / жу... () журналист ?	194.905	197.379
ordS123-34	ого / а выйти тут зачем ? ну Андрей% / ну что же я вас гоняю / неудобно что-то //	15.200	18.950
ordS123-34	заливали штукатуркой / это действительно всё очень странно / (...) (э) (э) ну вот стена между моей комнатой и к... если вы помните и кухней / да ? вот она фактически (э) пустая / то есть я в неё забивал как-то гвоздь / он выскочил насквозь //	63.555	75.17
ordS123-34	а / то есть тут доски и штукатурка // *В и вот эта самая () проводка тоже там (эм) место пл... ну современные вот пластиковые такие цилиндры / в которых всё это делается / все развязки / там это чуть ли не () залито напрямую в бетон // *П и поэтому когда вот такое ломается / и я с этим столкнулся / оказывается многие / да ? вот сталкиваются / люди / у кого есть деньги / они платят / (э-э) им там делают / а потом через неделю это происходит в другом месте //	76.66499999999999	98.24000000000001
ordS123-34	ну да / только диагностика понадобится // всё равно сделать ничего завтра будет нельзя / да ?	178.59	182.345
ordS123-34	да / (...) я тогда в девять просыпаюсь / тут (...) ну (э) надеюсь у него нет аллергии на собак ?	206.77	212.13
ordS123-34	ты тут ?	311.27	311.715
ordS123-34	как вы тут чего ? *Н //	328.22	330.265
ordS123-34	нормально ?	331.575	332.165
ordS123-34as	ого / а выйти тут зачем ? ну Андрей% / ну что же я вас гоняю / неудобно что-то //	15.200	18.950
ordS123-34as	заливали штукатуркой / это действительно всё очень странно / (...) (э) (э) ну вот стена между моей комнатой и к... если вы помните и кухней / да ? вот она фактически (э) пустая / то есть я в неё забивал как-то гвоздь / он выскочил насквозь //	63.555	75.17
ordS123-34as	а / то есть тут доски и штукатурка // *В и вот эта самая () проводка тоже там (эм) место пл... ну современные вот пластиковые такие цилиндры / в которых всё это делается / все развязки / там это чуть ли не () залито напрямую в бетон // *П и поэтому когда вот такое ломается / и я с этим столкнулся / оказывается многие / да ? вот сталкиваются / люди / у кого есть деньги / они платят / (э-э) им там делают / а потом через неделю это происходит в другом месте //	76.66499999999999	98.24000000000001
ordS123-34as	ну да / только диагностика понадобится // всё равно сделать ничего завтра будет нельзя / да ?	178.59	182.345
ordS123-34as	да / (...) я тогда в девять просыпаюсь / тут (...) ну (э) надеюсь у него нет аллергии на собак ?	206.77	212.13
ordS123-34as	ты тут ?	311.27	311.715
ordS123-34as	как вы тут чего ? *Н //	328.22	330.265
ordS123-34as	нормально ?	331.575	332.165
ordS124-01	что ? черепахи / а ? Чук и Гек //	16.458	18.723
ordS124-01	[м] ? уже не отличить вас //	19.753	21.493
ordS124-01	где Чук где Гек ? одинаковые абсолютно //	22.643	25.280
ordS124-01	ты вечером то заберёшь ?	35.993	37.150
ordS124-01	тебя не будет вечером ?	44.390	45.428
ordS124-01	сколько там времени уже сейчас ? # восемь //	57.511	59.234
ordS124-01	разговаривает сам с собой ? поёт в том числе, использует поговорки.	69.48	129.31
ordS124-01	так как мне тебя пристроить то ?	86.57	88.66499999999999
ordS124-01	ты всё равно уже встаёшь ?	130.335	131.63
ordS124-01	а ?	197.618	197.968
ordS124-01	как пешкодралом ? ты решил (...) всё ? # да у меня ж машина там стоит / на работе // # а ?	202.693	206.711
ordS124-01	мать я могу захомячить ?	296.54	297.90999999999997
ordS124-01	колбасу ? *П хомяк / *П забирай всю // # или пополам ?	298.525	302.377
ordS124-01	по-честному или напополам ? @ ну забирай //	302.377	303.592
ordS124-01	бери / меня не будет целый день / нахрен мне колбаса ?	306.087	308.44
ordS124-01	не/я такую видела(?) //	310.302	311.587
ordS124-01	может ему от... подвернуть чуть ?	365.745	367.2
ordS124-01	давай // # на сколько Пушистый% ?	367.32	368.585
ordS124-01	ну Пушистый% сколько тебе ?	368.585	369.85
ordS124-01as	что ? черепахи / а ? Чук и Гек //	16.458	18.723
ordS124-01as	[м] ? уже не отличить вас //	19.753	21.493
ordS124-01as	где Чук где Гек ? одинаковые абсолютно //	22.643	25.280
ordS124-01as	ты вечером то заберёшь ?	35.993	37.150
ordS124-01as	тебя не будет вечером ?	44.390	45.428
ordS124-01as	сколько там времени уже сейчас ? # восемь //	57.511	59.234
ordS124-01as	разговаривает сам с собой ? поёт в том числе, использует поговорки.	69.48	129.31
ordS124-01as	так как мне тебя пристроить то ?	86.57	88.66499999999999
ordS124-01as	ты всё равно уже встаёшь ?	130.335	131.63
ordS124-01as	а ?	197.618	197.968
ordS124-01as	как пешкодралом ? ты решил (...) всё ? # да у меня ж машина там стоит / на работе // # а ?	202.693	206.711
ordS124-01as	мать я могу захомячить ?	296.54	297.90999999999997
ordS124-01as	колбасу ? *П хомяк / *П забирай всю // # или пополам ?	298.525	302.377
ordS124-01as	по-честному или напополам ? @ ну забирай //	302.377	303.592
ordS124-01as	бери / меня не будет целый день / нахрен мне колбаса ?	306.087	308.44
ordS124-01as	не/я такую видела(?) //	310.302	311.587
ordS124-01as	может ему от... подвернуть чуть ?	365.745	367.2
ordS124-01as	давай // # на сколько Пушистый% ?	367.32	368.585
ordS124-01as	ну Пушистый% сколько тебе ?	368.585	369.85
ordS125-06	вот ввожу // # ну / что ты там мне ищешь ? //	00.420	02.658
ordS125-06	не умеют не лезь в чужой компьютер / ну что за и... / идиотство // # а кто это у тебя тут лезет(?) / лезет ? //	06.810	12.252
ordS125-06	а что *Н? // # ему нужно свое / а как ? //	14.772	16.584
ordS125-06	один ? //	56.862	57.522
ordS125-06	так / кадетский корпус / да ? //	64.788	66.24
ordS125-06	вот садись // # не не не не не / не надо / ты ... /что ... / что мне садиться / ты ... / мне не нужно / ты /|  @ садись / садись // @ мне не нужно / ты смотри @ так ты садись и регулируй // @ так что тут регулируй ? //	102.49799999999999	110.166
ordS125-06	кто ? //	134.25	134.556
ordS125-06	вот сейчас там сейчас было / санкт-петербургский / и что то там перечень / чего там за перечень ? // # то же самое / тот их главный сайт / по всей видимости / раз на него всегда ... //	171.972	178.518
ordS125-06	МЧС / да ? //	203.304	204.36
ordS125-06	вот внутри его / или ты уже ушел ? //	204.846	206.934
ordS125-06	про здоровье спросил / не знаю какое у нее здоровье / *П / там есть ли больные у ... // @ у кого ? //	235.518	240.228
ordS125-06	наши ? //	248.55	249.192
ordS125-06	санкт-петербургский университет / вот это / да ? // # да *П / да / да //	260.124	263.598
ordS125-06	в кадетские классы МЧС России / и это все ? // @ сейчас подожди //	365.28	369.024
ordS125-06	все / бэ / у / гэ / () пэ / эс / правильно ? //	484.878	487.392
ordS125-06	чего ? //	488.23199999999997	488.736
ordS125-06	во всех остальных ... / *П ну вот / оператор насосной станции // @ как она называется / господи ? //	542.106	545.97
ordS125-06	богатеи / значит / как они это все делают / там наварганили / то есть кому / кто () чего // # то есть с кем то ты там беседовал / с тобой кто то беседовал ? //	573.516	579.588
ordS125-06	там (...) / очень официально / очень строго / очень богато // # ну что именно так ? //	579.588	583.884
ordS125-06	а если ты не от такого /  то сразу пендель / и сразу на улицу вылетаешь / с оконной рамы / очень интеллегентно / *П вот // # так / ну и что там / *П в беседе ? //	587.49	594.276
ordS125-06	вот / ну у некоторых там трудовые в других местах / то есть // # ну / *П сейчас ты увольняешься / будешь там учиться  с первого / а этот период ничего не будешь получать ? // # а никого это не волнует //	690.858	698.976
ordS125-06	никого это не волнует // # я тебя спрашиваю / нигде ничего не будешь получать пока ? // #  вот я по-этому(:) / готова болит / и(:) нервничаю / поэтому выходил сейчас в отпуске два раза на работу / чтоб хоть что то получить // # угу //	698.976	710.298
ordS125-06	так / и (:) пока учишься / ни... (э-э) это ... / не... не платят ни горша ? // # значит / вот у них в этом плане хорошо / то есть пока учишься / то есть за две недели они тебе выплачивают //	715.974	724.482
ordS125-06	во-во-во / и сколько практика ? //	734.058	735.678
ordS125-06	есть то тут (с-с) так скажем / (э-э) что... / что(:) ты не пролетишь ? //	751.596	755.796
ordS125-06	откуда ж я знаю // # а что выяснить то ? //	760.62	762.696
ordS125-06	ты там будешь / не то что там приезжают / там из Мур... / то (...) / что именно выяснить то ? //	773.094	777.564
ordS125-06	вот // # так / у кого ты хочешь спросить ? //	780.642	782.196
ordS125-06	то есть ... // # так / а здесь какой / ты говорил график работы вообще ? //	834.822	837.684
