path	transcript	t1	t2	quest_num
ordS110-22	в машину йоту$ поставил ?	59.760	61.105	questions_wav/ordS110-22_question_570.wav
ordS110-22	понял ?	79.985	80.4	questions_wav/ordS110-22_question_571.wav
ordS110-22	это теперь оператор йота$ ? мобильный ?	81.28	83.55	questions_wav/ordS110-22_question_572.wav
ordS110-22	она теперь к... кроме интернета ещё и мобилой значит заведует ?	88.38	91.494	questions_wav/ordS110-22_question_573.wav
ordS110-22	что ?	115.28	392.687	questions_wav/ordS110-22_question_574.wav
ordS110-22	а ? не все тоже / да ?	137.13	138.62	questions_wav/ordS110-22_question_575.wav
ordS110-22	потому что они для России ?	142.25	143.347	questions_wav/ordS110-22_question_576.wav
ordS110-22	да ? интересно как / с хера ли это //	152.7	154.985	questions_wav/ordS110-22_question_577.wav
ordS110-22	что у тебя так лагает ?	154.985	156.01	questions_wav/ordS110-22_question_578.wav
ordS110-22	или это у меня лагает ?	156.78	157.765	questions_wav/ordS110-22_question_579.wav
ordS110-22	а своё у тебя нормальное ?	167.345	168.779	questions_wav/ordS110-22_question_580.wav
ordS110-22	куда едешь ?	196.22	196.825	questions_wav/ordS110-22_question_581.wav
ordS110-22	что это ты не видишь ?	199.945	200.89	questions_wav/ordS110-22_question_582.wav
ordS110-22	видно ?	206.15	206.631	questions_wav/ordS110-22_question_583.wav
ordS110-22	ты сейчас домой ?	206.631	207.34199999999998	questions_wav/ordS110-22_question_584.wav
ordS110-22	а ты весь () в работу / на работе ?	211.515	213.35	questions_wav/ordS110-22_question_585.wav
ordS110-22	есть контакт ?	276.137	276.82	questions_wav/ordS110-22_question_586.wav
ordS110-22	(н) да ? ну / заебись //	281.06	282.56	questions_wav/ordS110-22_question_587.wav
ordS110-22	блядь / там колонна ёпта / видишь колонна ?	296.127	298.777	questions_wav/ordS110-22_question_588.wav
ordS110-22	что / сегодня в бар идёте / да / смотреть на ЦСКА$ ?	310.84	313.457	questions_wav/ordS110-22_question_589.wav
ordS110-22	никто не идёт / что ты говоришь / какой бар ? какой ЦСКА$ ?	314.13	317.81	questions_wav/ordS110-22_question_590.wav
ordS110-22	не так ли ?	334.5	335.23	questions_wav/ordS110-22_question_591.wav
ordS110-22	я на Лигу_чемпионов$ ! *П на Лигу_чемпионов$ на выезд не хочешь ? *П хочешь но не можешь //	340.79	345.97	questions_wav/ordS110-22_question_592.wav
ordS110-22	ну понятно дело / ну ёпта / а(:) да тебе вообще / даже законные выходные могут не дать / да ? я думаю //	354.38	359.93	questions_wav/ordS110-22_question_593.wav
ordS110-22	слышь Лёх% / у тебя автоюристы есть ? нет ?	371.1	372.92	questions_wav/ordS110-22_question_594.wav
ordS110-22	да ты что(:) ?!	381.965	383.5	questions_wav/ordS110-22_question_595.wav
ordS110-22	а что у тебя ? зачем ?	387.437	388.647	questions_wav/ordS110-22_question_596.wav
ordS110-22	что у тебя это самое то ?	402.966	404.37	questions_wav/ordS110-22_question_597.wav
ordS110-22	да ? и что ?	411.95	413.08	questions_wav/ordS110-22_question_598.wav
ordS110-22	и(:) я хотел узнать / что мне / просто(:) забить хуй и новую страховую покупать ?	413.08	417.78	questions_wav/ordS110-22_question_599.wav
ordS110-22	а что ты там / из-за четырёх тысяч хочешь бороться ?	421.56	423.57	questions_wav/ordS110-22_question_600.wav
ordS110-22	почему за четырёх ?	424.695	425.62	questions_wav/ordS110-22_question_601.wav
ordS110-22	про КАСКО ты ?	430.03	430.805	questions_wav/ordS110-22_question_602.wav
ordS110-22	окей ?	481.68	482.27	questions_wav/ordS110-22_question_603.wav
ordS111-15	три плюс три / или четыре было ? //	20.796	22.440	questions_wav/ordS111-15_question_604.wav
ordS111-15	воздуховоды / это все () наладку делали // # а второй другие делали ? // # да //	32.616	36.498	questions_wav/ordS111-15_question_605.wav
ordS111-15	*С дру... другие / так они же еще пытались // # там по-другому что то сделали ? // # нет / в принципе одинаково / я так посмотрел / походил / то же самое оборудование все //	36.498	43.800	questions_wav/ordS111-15_question_606.wav
ordS111-15	он был что ли ? // # да-да //	78.072	79.524	questions_wav/ordS111-15_question_607.wav
ordS111-15	работают насосы / они это прямо в воздух качают ? // # он / *П там / насосы мощные / там(:) нет / выше меня насосы такие //	80.076	85.488	questions_wav/ordS111-15_question_608.wav
ordS111-15	более такой разбавленный // # а ничего там этого нет ? // # да-да / видно *В вот насос вот этот двигатель да / а у него потом улитка эта / уширение да //	125.268	132.342	questions_wav/ordS111-15_question_609.wav
ordS111-15	а он в ручном режиме после затопления // # а насос в... (э) срубаешь когда повреждение ? // # да //	147.606	152.1	questions_wav/ordS111-15_question_610.wav
ordS111-15	там ксбэшник *Н ? // # да / ксбэшник *Н //	198.576	201.294	questions_wav/ordS111-15_question_611.wav
ordS111-15	ты нашел *Н ? //	246.396	247.632	questions_wav/ordS111-15_question_612.wav
ordS111-15	Владислав% вы обнаружии колодец с чистой водой ? //	287.58	289.56600000000003	questions_wav/ordS111-15_question_613.wav
ordS111-15	нашелся ? //	294.822	295.43399999999997	questions_wav/ordS111-15_question_614.wav
ordS111-15	не / ну а как по-другому // # а как она хочет самотеком туда попадать ? //	313.56	316.32	questions_wav/ordS111-15_question_615.wav
ordS111-15	ну она не сказала хотя бы куда вести ? / в право / в лево ? //	319.338	322.248	questions_wav/ordS111-15_question_616.wav
ordS111-15	номера в спецификации / да ? //	370.128	371.874	questions_wav/ordS111-15_question_617.wav
ordS111-15	ты думаешь у тебя будет считаться это (...) ссылкой ? //	425.85	428.724	questions_wav/ordS111-15_question_618.wav
ordS111-15	а () ты думаешь она будет считаться ссылкой ? //	430.728	432.474	questions_wav/ordS111-15_question_619.wav
ordS111-15	что это такое ? //	477.828	478.782	questions_wav/ordS111-15_question_620.wav
ordS111-15	у нас есть вот такие вот схемы / да ? //	506.694	509.322	questions_wav/ordS111-15_question_621.wav
ordS114-21	так ты продумай / какая интонация вверх ? *П не дай бог тебе господи(?) ... @ всё продумаю / хорошо Лера% / *П идея основная ... +	03.770	07.658	questions_wav/ordS114-21_question_622.wav
ordS114-21	согласен ?	37.850	38.711	questions_wav/ordS114-21_question_623.wav
ordS114-21	логика / да ? # *G *G !	42.871	44.097	questions_wav/ordS114-21_question_624.wav
ordS114-21	угу // # ну а что(:) а что(:) *В придумывать ? # да / да // *П конечно / конечно // # карманные строители / если что вот (э) эти блоки / *В ли что вот / там то что я уже не могу //	201.966	210.486	questions_wav/ordS114-21_question_625.wav
ordS114-21	а вы мне должны вот *В за(:) то / что я вам даю бесплатно / я говорю / зачем вам *В (э-э) деньги мне(:) платить / а потом я вам буду деньги платить ? # (н-н) ну да //	250.131	258.33	questions_wav/ordS114-21_question_626.wav
ordS114-21	*Н ?	277.793	278.555	questions_wav/ordS114-21_question_627.wav
ordS114-21	ага / ну тоже (...) тоже / как вот ... # ну (...) а как сюда приехал ? *Н // @ *Н //	280.016	284.578	questions_wav/ordS114-21_question_628.wav
ordS114-21	вот уже *В сколько они живут ?	310.996	313.073	questions_wav/ordS114-21_question_629.wav
ordS114-21	ну / что Лера% ? всё / да ?	314.72	315.805	questions_wav/ordS114-21_question_630.wav
ordS114-21	милый друг / нельзя // # не стреляет ? *П стрельнуло вообще ?	319.568	321.996	questions_wav/ordS114-21_question_631.wav
ordS114-21	я сначала похромаю / ну а что делать ?!	333.056	335.397	questions_wav/ordS114-21_question_632.wav
ordS114-21	ну что делать теперь / *В плакать что ли ? @ всё //	336.137	338.635	questions_wav/ordS114-21_question_633.wav
ordS114-21	да ?	350.451	350.80899999999997	questions_wav/ordS114-21_question_634.wav
ordS114-21	ты по коридору медленно медленно / и она отойдёт // # нет / *П я (э-э) люблю () ходить с достоинством // # а / видимо / как на поуди... на подиуме ?	377.505	383.288	questions_wav/ordS114-21_question_635.wav
ords122-01	что значит / полная чаша ?	01.028	02.007	questions_wav/ords122-01_question_636.wav
ords122-01	(м-м) когда(:) (...) продукты не улетают ?	02.487	04.279	questions_wav/ords122-01_question_637.wav
ords122-01	какие продукты ?!	05.956	07.009	questions_wav/ords122-01_question_638.wav
ords122-01	ну(:) как у тебя в(:) (...) *Н (...) генеральной(?) (...) дела ? # отлично !	10.020	12.340	questions_wav/ords122-01_question_639.wav
ords122-01	вот сюда надо знаешь чего ?	14.256	15.381	questions_wav/ords122-01_question_640.wav
ords122-01	куда ?	15.756	16.208	questions_wav/ords122-01_question_641.wav
ords122-01	у них как-то так по-хитрому очень это всё красят / видел такие картины ?	58.442	61.243	questions_wav/ords122-01_question_642.wav
ords122-01	там (м-м) / ну / (ф-ф) (у) погуляла по интернету (у-у) фотка / да ?	65.912	68.63	questions_wav/ords122-01_question_643.wav
ords122-01	ну как твой спорт ?	87.561	88.509	questions_wav/ords122-01_question_644.wav
ords122-01	без ... () не перебарщивать / да ?	105.35	106.977	questions_wav/ords122-01_question_645.wav
ords122-01	понимаешь ? все платить будут(?) / *Н ? # а если ... *П подожди / а если () человек *Н / что он сказал ...	156.964	160.28300000000002	questions_wav/ords122-01_question_646.wav
ords122-01	угу ?	161.597	162.258	questions_wav/ords122-01_question_647.wav
ords122-01	про что ?	168.798	169.258	questions_wav/ords122-01_question_648.wav
ords122-01	или на Урале где-то ? ну / короче / не суть //	173.656	175.53300000000002	questions_wav/ords122-01_question_649.wav
ords122-01	находил там несправедли(:)вости всякие ... # а / жу... () журналист ?	194.905	197.379	questions_wav/ords122-01_question_650.wav
ordS123-34	ого / а выйти тут зачем ? ну Андрей% / ну что же я вас гоняю / неудобно что-то //	15.200	18.950	questions_wav/ordS123-34_question_651.wav
ordS123-34	заливали штукатуркой / это действительно всё очень странно / (...) (э) (э) ну вот стена между моей комнатой и к... если вы помните и кухней / да ? вот она фактически (э) пустая / то есть я в неё забивал как-то гвоздь / он выскочил насквозь //	63.555	75.17	questions_wav/ordS123-34_question_652.wav
ordS123-34	а / то есть тут доски и штукатурка // *В и вот эта самая () проводка тоже там (эм) место пл... ну современные вот пластиковые такие цилиндры / в которых всё это делается / все развязки / там это чуть ли не () залито напрямую в бетон // *П и поэтому когда вот такое ломается / и я с этим столкнулся / оказывается многие / да ? вот сталкиваются / люди / у кого есть деньги / они платят / (э-э) им там делают / а потом через неделю это происходит в другом месте //	76.66499999999999	98.24000000000001	questions_wav/ordS123-34_question_653.wav
ordS123-34	ну да / только диагностика понадобится // всё равно сделать ничего завтра будет нельзя / да ?	178.59	182.345	questions_wav/ordS123-34_question_654.wav
ordS123-34	да / (...) я тогда в девять просыпаюсь / тут (...) ну (э) надеюсь у него нет аллергии на собак ?	206.77	212.13	questions_wav/ordS123-34_question_655.wav
ordS123-34	ты тут ?	311.27	311.715	questions_wav/ordS123-34_question_656.wav
ordS123-34	как вы тут чего ? *Н //	328.22	330.265	questions_wav/ordS123-34_question_657.wav
ordS123-34	нормально ?	331.575	332.165	questions_wav/ordS123-34_question_658.wav
ordS124-01	что ? черепахи / а ? Чук и Гек //	16.458	18.723	questions_wav/ordS124-01_question_659.wav
ordS124-01	[м] ? уже не отличить вас //	19.753	21.493	questions_wav/ordS124-01_question_660.wav
ordS124-01	где Чук где Гек ? одинаковые абсолютно //	22.643	25.280	questions_wav/ordS124-01_question_661.wav
ordS124-01	ты вечером то заберёшь ?	35.993	37.150	questions_wav/ordS124-01_question_662.wav
ordS124-01	тебя не будет вечером ?	44.390	45.428	questions_wav/ordS124-01_question_663.wav
ordS124-01	сколько там времени уже сейчас ? # восемь //	57.511	59.234	questions_wav/ordS124-01_question_664.wav
ordS124-01	разговаривает сам с собой ? поёт в том числе, использует поговорки.	69.48	129.31	questions_wav/ordS124-01_question_665.wav
ordS124-01	так как мне тебя пристроить то ?	86.57	88.66499999999999	questions_wav/ordS124-01_question_666.wav
ordS124-01	ты всё равно уже встаёшь ?	130.335	131.63	questions_wav/ordS124-01_question_667.wav
ordS124-01	а ?	197.618	197.968	questions_wav/ordS124-01_question_668.wav
ordS124-01	как пешкодралом ? ты решил (...) всё ? # да у меня ж машина там стоит / на работе // # а ?	202.693	206.711	questions_wav/ordS124-01_question_669.wav
ordS124-01	мать я могу захомячить ?	296.54	297.90999999999997	questions_wav/ordS124-01_question_670.wav
ordS124-01	колбасу ? *П хомяк / *П забирай всю // # или пополам ?	298.525	302.377	questions_wav/ordS124-01_question_671.wav
ordS124-01	по-честному или напополам ? @ ну забирай //	302.377	303.592	questions_wav/ordS124-01_question_672.wav
ordS124-01	бери / меня не будет целый день / нахрен мне колбаса ?	306.087	308.44	questions_wav/ordS124-01_question_673.wav
ordS124-01	может ему от... подвернуть чуть ?	365.745	367.2	questions_wav/ordS124-01_question_674.wav
ordS124-01	давай // # на сколько Пушистый% ?	367.32	368.585	questions_wav/ordS124-01_question_675.wav
ordS124-01	ну Пушистый% сколько тебе ?	368.585	369.85	questions_wav/ordS124-01_question_676.wav
ordS125-06	вот ввожу // # ну / что ты там мне ищешь ? //	00.420	02.658	questions_wav/ordS125-06_question_677.wav
ordS125-06	не умеют не лезь в чужой компьютер / ну что за и... / идиотство // # а кто это у тебя тут лезет(?) / лезет ? //	06.810	12.252	questions_wav/ordS125-06_question_678.wav
ordS125-06	а что *Н? // # ему нужно свое / а как ? //	14.772	16.584	questions_wav/ordS125-06_question_679.wav
ordS125-06	один ? //	56.862	57.522	questions_wav/ordS125-06_question_680.wav
ordS125-06	так / кадетский корпус / да ? //	64.788	66.24	questions_wav/ordS125-06_question_681.wav
ordS125-06	вот садись // # не не не не не / не надо / ты ... /что ... / что мне садиться / ты ... / мне не нужно / ты /|  @ садись / садись // @ мне не нужно / ты смотри @ так ты садись и регулируй // @ так что тут регулируй ? //	102.49799999999999	110.166	questions_wav/ordS125-06_question_682.wav
ordS125-06	кто ? //	134.25	134.556	questions_wav/ordS125-06_question_683.wav
ordS125-06	вот сейчас там сейчас было / санкт-петербургский / и что то там перечень / чего там за перечень ? // # то же самое / тот их главный сайт / по всей видимости / раз на него всегда ... //	171.972	178.518	questions_wav/ordS125-06_question_684.wav
ordS125-06	МЧС / да ? //	203.304	204.36	questions_wav/ordS125-06_question_685.wav
ordS125-06	вот внутри его / или ты уже ушел ? //	204.846	206.934	questions_wav/ordS125-06_question_686.wav
ordS125-06	про здоровье спросил / не знаю какое у нее здоровье / *П / там есть ли больные у ... // @ у кого ? //	235.518	240.228	questions_wav/ordS125-06_question_687.wav
ordS125-06	наши ? //	248.55	249.192	questions_wav/ordS125-06_question_688.wav
ordS125-06	санкт-петербургский университет / вот это / да ? // # да *П / да / да //	260.124	263.598	questions_wav/ordS125-06_question_689.wav
ordS125-06	в кадетские классы МЧС России / и это все ? // @ сейчас подожди //	365.28	369.024	questions_wav/ordS125-06_question_690.wav
ordS125-06	все / бэ / у / гэ / () пэ / эс / правильно ? //	484.878	487.392	questions_wav/ordS125-06_question_691.wav
ordS125-06	чего ? //	488.23199999999997	488.736	questions_wav/ordS125-06_question_692.wav
ordS125-06	во всех остальных ... / *П ну вот / оператор насосной станции // @ как она называется / господи ? //	542.106	545.97	questions_wav/ordS125-06_question_693.wav
ordS125-06	богатеи / значит / как они это все делают / там наварганили / то есть кому / кто () чего // # то есть с кем то ты там беседовал / с тобой кто то беседовал ? //	573.516	579.588	questions_wav/ordS125-06_question_694.wav
ordS125-06	там (...) / очень официально / очень строго / очень богато // # ну что именно так ? //	579.588	583.884	questions_wav/ordS125-06_question_695.wav
ordS125-06	а если ты не от такого /  то сразу пендель / и сразу на улицу вылетаешь / с оконной рамы / очень интеллегентно / *П вот // # так / ну и что там / *П в беседе ? //	587.49	594.276	questions_wav/ordS125-06_question_696.wav
ordS125-06	вот / ну у некоторых там трудовые в других местах / то есть // # ну / *П сейчас ты увольняешься / будешь там учиться  с первого / а этот период ничего не будешь получать ? // # а никого это не волнует //	690.858	698.976	questions_wav/ordS125-06_question_697.wav
ordS125-06	никого это не волнует // # я тебя спрашиваю / нигде ничего не будешь получать пока ? // #  вот я по-этому(:) / готова болит / и(:) нервничаю / поэтому выходил сейчас в отпуске два раза на работу / чтоб хоть что то получить // # угу //	698.976	710.298	questions_wav/ordS125-06_question_698.wav
ordS125-06	так / и (:) пока учишься / ни... (э-э) это ... / не... не платят ни горша ? // # значит / вот у них в этом плане хорошо / то есть пока учишься / то есть за две недели они тебе выплачивают //	715.974	724.482	questions_wav/ordS125-06_question_699.wav
ordS125-06	во-во-во / и сколько практика ? //	734.058	735.678	questions_wav/ordS125-06_question_700.wav
ordS125-06	есть то тут (с-с) так скажем / (э-э) что... / что(:) ты не пролетишь ? //	751.596	755.796	questions_wav/ordS125-06_question_701.wav
ordS125-06	откуда ж я знаю // # а что выяснить то ? //	760.62	762.696	questions_wav/ordS125-06_question_702.wav
ordS125-06	ты там будешь / не то что там приезжают / там из Мур... / то (...) / что именно выяснить то ? //	773.094	777.564	questions_wav/ordS125-06_question_703.wav
ordS125-06	вот // # так / у кого ты хочешь спросить ? //	780.642	782.196	questions_wav/ordS125-06_question_704.wav
ordS125-06	то есть ... // # так / а здесь какой / ты говорил график работы вообще ? //	834.822	837.684	questions_wav/ordS125-06_question_705.wav
ordS125-06	я уже у тебя спрашивала / снова / территориально где это расположено ? // # значит / (в-в) вот он меня / собственно говоря / оттолкнул от / к... к... комендантского / ой блин / кондратьевского проспекта //	849.606	860.124	questions_wav/ordS125-06_question_706.wav
ordS125-06	вот / то есть у него папа приехал в Москву // # до работы добираться номально ? //	874.188	876.99	questions_wav/ordS125-06_question_707.wav
ordS125-06	как там / там (...) рядом (...) метро ? // # так (...) / ну(:) за сорок тысяч я раком буду добираться / и меня еще сверху будут поливать говном //	876.99	883.47	questions_wav/ordS125-06_question_708.wav
ordS125-06	там буду переводиться / то есть у него сейчас тоже там // # к какому папе ? //	959.376	962.94	questions_wav/ordS125-06_question_709.wav
ordS125-06	ну п.. приехал / поехал в Гвинею или куда ? // # папа у него в Москву постоянно приезжает / потому что он учился здесь / у него здесь полно друзей / *п и он ведет ... / *П нет ну он ведет бизнес // # ну ты как будто такая истина / я что ты ее не знаю / это странное дело то ! //	965.994	976.746	questions_wav/ordS125-06_question_710.wav
ordS125-06	кого / *П сына / *П чего так ? // # сына / *П Бенгиза% //	1004.886	1007.07	questions_wav/ordS125-06_question_711.wav
ordS125-06	а теперь этого любит больше всех / потому что он там / *П обрюхатил всех женщин в радиусе ста километров там // @ а чего это он его чуть не застрелил ? //	1007.07	1013.358	questions_wav/ordS125-06_question_712.wav
ordS125-06	вот / первый раз когда приехал // # кто кого не встречает ? / # ну папа (...) Бенгиза% / когда он приехал ! //	1029.504	1034.082	questions_wav/ordS125-06_question_713.wav
ordS125-06	вот / потом прибегает папа с пистолетом сорок пятого калибра / говорит ты чего делаешь ? //	1059.198	1063.458	questions_wav/ordS125-06_question_714.wav
ordS125-06	да ? // # да / чуть не убил сына *С //	1071.192	1074.174	questions_wav/ordS125-06_question_715.wav
ordS125-06	а он чего не знал ? // # а потом //	1074.174	1075.38	questions_wav/ordS125-06_question_716.wav
ordS125-06	да он не дурачок / ему ... // # не ну он не знал этого что ли ? // # он / это было в девяностые годы / когда ... //	1076.376	1081.134	questions_wav/ordS125-06_question_717.wav
ordS125-06	так / ну что / звоним или что тут дальше ? // # вот / сейчас мам //	1090.236	1093.128	questions_wav/ordS125-06_question_718.wav
ords126-14	ты вообще читаешь вот / эмейлы которые я посылаю ? //	148.272	151.344	questions_wav/ords126-14_question_719.wav
ords126-14	*В то есть вот мои последние / до тебя доходили  да ? //	152.862	156.46800000000002	questions_wav/ords126-14_question_720.wav
ords126-14	(э-э) где четырнадцать часов / вот в этом в крематории там / (э-э) да ? //	171.666	175.752	questions_wav/ords126-14_question_721.wav
ords126-14	нет ? //	175.998	176.436	questions_wav/ords126-14_question_722.wav
ords126-14	кто завтра пойдет ? //	188.346	189.912	questions_wav/ords126-14_question_723.wav
ords126-14	*Н значит вы встречаетесь где ? //	224.85	228.204	questions_wav/ords126-14_question_724.wav
ords126-14	а в каком / а в каком / в каком районе твой врач / в каком районе ? //	321.594	326.034	questions_wav/ords126-14_question_725.wav
ordS128-04	вам понятно / откуда он знает / что ему нужно работать ?	21.582	24.530	questions_wav/ordS128-04_question_726.wav
ordS128-04	он получил *PRO(интерлейкин) от ?	25.205	27.186	questions_wav/ordS128-04_question_727.wav
ordS128-04	*Н в этом же *Н ?	51.878	52.854	questions_wav/ordS128-04_question_728.wav
ordS128-04	звёздные войны / эпизод / какой там ?	55.027	56.727	questions_wav/ordS128-04_question_729.wav
ordS128-04	(э-э) здесь () смотря какой возбудитель / да ?	106.494	108.602	questions_wav/ordS128-04_question_730.wav
ordS128-04	зачем нужно прекратить выработку *PRO(иммуноглобулинов) ?	149.574	152.507	questions_wav/ordS128-04_question_731.wav
ordS128-04	а зачем ? а зачем просто так / да ? вы ж понимаете / что это белки //	157.289	160.678	questions_wav/ordS128-04_question_732.wav
ordS128-04	да ? он не прекращает работать //	229.361	231.482	questions_wav/ordS128-04_question_733.wav
ordS128-04	да ? вот их так научили //	238.018	239.139	questions_wav/ordS128-04_question_734.wav
ordS128-04	(а-а) где в это время наши о...*PRO(зенофилы) и *PRO(базофилы) / всем понятно ?	265.831	269.571	questions_wav/ordS128-04_question_735.wav
ordS128-04	вот идёт какой-то инфекционный процесс // где *PRO(базофилы) / что они умеют ?	273.052	276.642	questions_wav/ordS128-04_question_736.wav
ordS128-04	на каких-то этапах // правда / как бы было удобней ?	332.592	334.831	questions_wav/ordS128-04_question_737.wav
ordS128-04	что / нельзя было что-то такое же (э-э) изящное придумывать с противораковым ? наверняка можно было бы что-то //	347.031	352.40999999999997	questions_wav/ordS128-04_question_738.wav
ordS128-04	таблички делаем покороче / да ?	390.729	392.349	questions_wav/ordS128-04_question_739.wav
ordS128-04	ядро овальное / с большим ф...количеством п...затемнений / *PRO(цитоплазма) содержит большое количество гранул / такого-то цвета к... и так далее / да ?	444.202	452.802	questions_wav/ordS128-04_question_740.wav
ordS128-04	(э-э) является родственником *PRO(моноцита) крови / это кто будет ?	472.962	476.206	questions_wav/ordS128-04_question_741.wav
ordS128-04	это что за клетка ?	482.722	483.656	questions_wav/ordS128-04_question_742.wav
ordS128-04	цит // *PRO(липоцит) и так далее / да ?	493.185	495.453	questions_wav/ordS128-04_question_743.wav
ordS129-11	уже звонят когда (...) по поводу окончания () лингвистического эксперимента // так / что ей от кашля давать ?	01.980	09.510	questions_wav/ordS129-11_question_744.wav
ordS129-11	это () ложку / да ?	13.145	14.340	questions_wav/ordS129-11_question_745.wav
ordS129-11	а в нос (э) это (...) этим самым биопароксом / да ?	16.420	20.000	questions_wav/ordS129-11_question_746.wav
ordS129-11	а (...) какой-нибудь там (...)  антигистаминное что-нибудь ?	23.445	28.152	questions_wav/ordS129-11_question_747.wav
ordS129-11	а что вы принимаете (...) в качестве ?	31.727	33.567	questions_wav/ordS129-11_question_748.wav
ordS129-11	ты не знаешь / в понедельник она пойдёт (...) в детский сад или нет ?	38.982	42.526	questions_wav/ordS129-11_question_749.wav
ordS129-11	скорей всего останется @ *Н @ а ?	42.806	44.586	questions_wav/ordS129-11_question_750.wav
ordS129-11	ну (...) вот я должна знать (э) я смогу работать ?	69.941	72.776	questions_wav/ordS129-11_question_751.wav
ordS129-11	так // что мы должны делать ? полоскаться ?	97.707	100.142	questions_wav/ordS129-11_question_752.wav
ordS129-11	где она ? давай мне () чашки //	103.39699999999999	105.402	questions_wav/ordS129-11_question_753.wav
ordS129-11	*Н (ты всё) ?	105.402	105.81700000000001	questions_wav/ordS129-11_question_754.wav
ordS129-11	сколько раз ?	124.482	125.082	questions_wav/ordS129-11_question_755.wav
ordS129-11	вы утром дыша... дышали или ещё не дышали ?	137.19	139.78	questions_wav/ordS129-11_question_756.wav
ordS129-11	значит лучше перед едой дышать / да ведь ?	142.28	144.54	questions_wav/ordS129-11_question_757.wav
ordS129-11	Жень% / а ты сегодня причёсывалась ?	151.81	153.345	questions_wav/ordS129-11_question_758.wav
ordS129-11	давай причешемся ? у тебя есть расчёска ?	159.14	160.67000000000002	questions_wav/ordS129-11_question_759.wav
ordS129-11	а как он записывается (?) ? //	160.67000000000002	162.09	questions_wav/ordS129-11_question_760.wav
ordS129-11	и вот () видишь тут () бегает сигнал ? это значит / что он понимает / что мы разговариваем //	179.44	183.995	questions_wav/ordS129-11_question_761.wav
ordS129-11	цветы (:) // а откуда у вас цветы ? @ а я ещё мультики слова написать надо в программу //	236.65	242.93	questions_wav/ordS129-11_question_762.wav
ordS129-11	мы будем работать () над здоровьем / да / Сош% ?	254.27	256.85	questions_wav/ordS129-11_question_763.wav
ordS129-11	понято // а кто цветы то такие красивые принёс ?	262.59	265.97	questions_wav/ordS129-11_question_764.wav
ordS129-11	папа // я ему позвонила () секретно // папа ты не забыл / что у мамы сегодня именины ?	265.97	273.155	questions_wav/ordS129-11_question_765.wav
ordS129-11	а у мамы были именины ?	273.155	274.58	questions_wav/ordS129-11_question_766.wav
ordS129-11	а что ж ты мне не сказала ?	275.3	277.02	questions_wav/ordS129-11_question_767.wav
ordS129-11	предупреждай меня / ладно ?	284.935	286.755	questions_wav/ordS129-11_question_768.wav
ordS129-11	давай сегодня вместе сделаем открытку ?	286.755	290.05	questions_wav/ordS129-11_question_769.wav
ordS129-11	да(:) ?	295.68	296.02	questions_wav/ordS129-11_question_770.wav
ordS129-11	с бабушкой русским языком позанимайся / хорошо ?	299.78	302.25	questions_wav/ordS129-11_question_771.wav
ordS129-11	а // а как мы б... должны заниматься ? покажи мне / пожалуйста //	307.81	310.34	questions_wav/ordS129-11_question_772.wav
ordS129-11	кстати / ты знаешь / что с будущего года все должны перейти на электронные книги  в школе ?	319.71	323.64	questions_wav/ordS129-11_question_773.wav
ordS129-11	Сонь% / ты знаешь / к... как входить / да ?	335.71	338.245	questions_wav/ordS129-11_question_774.wav
ordS129-11	как Соня% ?	348.2	348.78499999999997	questions_wav/ordS129-11_question_775.wav
ordS129-11	и () и русский сейчас мне переместишь / да ?	363.71	366.095	questions_wav/ordS129-11_question_776.wav
ordS129-11	почему ты до сих пор не сделала ?	373.71	375.11	questions_wav/ordS129-11_question_777.wav
ordS129-11	то на работу надо бежать / то обед готовить // да / Соня% ?	383.59	386.435	questions_wav/ordS129-11_question_778.wav
ordS129-11	Сонь% / тебе нужно всё время баловаться или нет ? ты можешь с(:)осредоточиться и заниматься тем / что нужно ? @ Соня% / ты посмотри чтобы мы с тобой занимались тем / чем надо // папа же показывает нам //	398.185	407.96	questions_wav/ordS129-11_question_779.wav
ordS129-11	это нам ?	409.6	410.14	questions_wav/ordS129-11_question_780.wav
ordS129-11	что () мы должны делать ?	410.84000000000003	411.745	questions_wav/ordS129-11_question_781.wav
ordS129-11	так // как тут выходить то ?	417.33	418.52	questions_wav/ordS129-11_question_782.wav
ordS129-11	он на зарядке сейчас стоит / да ? # угу //	423.005	425.2	questions_wav/ordS129-11_question_783.wav
ordS129-11	мы начнём с литературы ?	445.633	447.028	questions_wav/ordS129-11_question_784.wav
ordS129-11	но я (:) хотела снача(:)л(:)а  эксперимент без планшета сделать // # что ? а какой ты эксперимент хотела сделать ?	457.286	464.718	questions_wav/ordS129-11_question_785.wav
ordS129-11	да ?	500.019	500.289	questions_wav/ordS129-11_question_786.wav
ordS129-11	можно я ?	537.982	538.827	questions_wav/ordS129-11_question_787.wav
ordS129-11	почему из-за тебя ?	545.916	547.286	questions_wav/ordS129-11_question_788.wav
ordS130-10	ну с... неизвестно сначала как что ?	50.360	52.490	questions_wav/ordS130-10_question_789.wav
ordS130-10	а ?	54.070	54.300	questions_wav/ordS130-10_question_790.wav
ordS130-10	чего чего ?	54.930	55.370	questions_wav/ordS130-10_question_791.wav
